item_id,answer,confidence
pr_de_000183,B,5
pr_de_000202,B,5
pr_de_000408,B,5
pr_de_000418,A,5
pr_de_000502,B,4
pr_de_000951,A,5
pr_de_000952,B,5
pr_de_001041,A,5
pr_de_001042,B,5
pr_de_001201,A,5
pr_de_001202,B,5
pr_de_001643,A,5
pr_de_001644,A,5
pr_de_002003,A,5
pr_de_002004,B,5
pr_de_002018,A,5
pr_de_002284,B,4
pr_de_002313,B,5
pr_de_002381,A,5
pr_de_002382,B,5
pr_de_002495,A,5
pr_de_002496,B,5
pr_de_002587,A,5
pr_de_002588,A,5
pr_de_002896,B,5
pr_de_002901,A,5
pr_de_002902,B,5
pr_de_003189,B,5
pr_de_003190,A,5
pr_de_003323,B,4
pr_de_003324,B,4
pr_de_003451,A,5
pr_de_003452,B,5
pr_de_003489,A,4
pr_de_003490,A,4
pr_de_003511,B,5
pr_de_003617,A,5
pr_de_003618,B,5
pr_de_003628,A,5
pr_de_003654,B,5
pr_de_004099,A,5
pr_de_004355,A,5
pr_de_004619,B,5
pr_de_004620,A,5
pr_de_004869,B,5
pr_de_004870,A,5
pr_de_005031,A,5
pr_de_005100,B,5
pr_de_005101,B,5
pr_de_005784,B,4
pr_de_000236,A,5
pr_de_000437,REFUSE,1
pr_de_000928,A,4
pr_de_001677,A,4
pr_de_001754,REFUSE,1
pr_de_001910,A,4
pr_de_002212,A,5
pr_de_002295,A,4
pr_de_002778,A,4
pr_de_003047,B,5
pr_de_003099,B,4
pr_de_003240,A,5
pr_de_003804,A,5
pr_de_004196,A,5
pr_de_004663,A,4
pr_de_005173,B,3
pr_de_005691,A,4
pr_de_005775,A,4
