item_id,premise,hypothesis,gold_label,model_label,correct
ps_fr_000034,La fille qui peut m'aider est à l'autre bout de la ville.,La fille dont j'ai besoin de l'aide vit loin d'ici.,E,,
ps_fr_000162,"Elle détestait ça et elle avait l'habitude de le dire à sa sœur tous les jours. C'est ce qu'elle a dit, que tu te trompes.",Elle était très critique envers sa sœur.,E,,
ps_fr_000297,"et, uh, mais, uh, je penserai que, la nuit je ne pourrais dormir.",Je dors comme un bébé la nuit !,C,,
ps_fr_000322,"Alors j'ai levé les yeux, j'ai vu où se trouvait Ramona, et je l'ai appelée d'où j'étais.",J'ai appelé Ramona chez moi.,N,,
ps_fr_000379,"Euh, j'ai passé beaucoup de temps dans euh, les Services Spéciaux.",Je participais aux opérations spéciales un jour sur deux.,N,,
ps_fr_000494,Il est suffisamment vieux pour être mon père.,Il est bien plus jeune que moi.,C,,
ps_fr_000623,"euh non, je vis en dehors du campus",J'habite à quelques pâtés de maisons du campus.,N,,
ps_fr_000678,"Ça va sûrement se jouer entre Washington, ils sont invaincus, et euh Buffalo, New Orleans et Chicago ,parce que Chicago a seulement perdu deux fois dont une contre Buffalo.",Washington a perdu tous les matchs.,C,,
ps_fr_000745,Brian de Plano Texas comment allez-vous aujourd'hui,Comment allez-vous Mary?,C,,
ps_fr_000763,c'est probablement plus parce que j'apprécie simplement la couverture que parce que je n'ai pas le temps de lire le journal vous savez,J'aime sa couverture médiatique car je n'ai jamais le temps de m'asseoir et lire le journal.,E,,
ps_fr_000778,"et il a repris ses esprits, mais il n’était plus tout à fait lui-même",Après qu'il ait repris ses esprits il sembla redevenir lui-même.,E,,
ps_fr_000866,et oh je pense qu'on sera à égalité avec eux en terme de salaire et de reconnaissance sur le long terme,"Finalement, ce poste devrait avoir de meilleures options salariales que l'autre.",C,,
ps_fr_000897,"et voyons il y a vingt ans, j'imagine que nous commencions juste à entrer dans ce qu'on appelle la révolution sexuelle où euh, après la pillule et voilà",La révolution sexuelle n'est pas encore terminé.,C,,
ps_fr_000909,ouais j'ai euh juste entendu parler de lui cette année. Mon copain euh il aime certains types de musique country et il écoutait cela et il,Mon copain écoute de la musique.,E,,
ps_fr_000987,eh bien il me semble que je paye de toute façon parce que quand je vais ou ma compagnie d'assurance en tout cas quand je paye quelque chose la facture me semble excessivement élevée,Les factures de soins de santé représentent toujours beaucoup d'argent.,E,,
ps_fr_000999,"ouais ben dernièrement, ma seule expérience à mi-chemin avec le camping est nous euh, mon mari fait des courses de voitures.",Ma seule expérience relative au camping serait la course automobile que fait mon mari.,E,,
ps_fr_001028,[Cette nation a été] conçue dans la liberté et dédiée à la proposition que tous les hommes sont créés égaux.,Certains croyaient que tous les gens sont égaux.,E,,
ps_fr_001072,"La majeure partie de la recherche sur les Quinceañeras indique que les familles veulent entretenir une tradition culturelle et historique, et que la célébration du quinzième anniversaire d'une fille est un moyen de renforcer les liens culturels à un héritage latino-américain.",Le dixième anniversaire d'une fille est un moyen de maintenir les liens culturels.,C,,
ps_fr_001097,"Comme nous l'avons vu dans le chapitre précédent, il doit y avoir une certaine interaction dans l'entrée du potentiel adjacent qui détermine l'exploration par la capacité de la sélection naturelle pour enlever les perdants.",Il n'y a pas d'interaction.,C,,
ps_fr_001109,"Dennett distinguait les créatures darwiniennes, les créatures pavloviennes, les créatures poppériennes et les créatures grégoriennes.","Dennett discerne des différences entre les créatures Darwiniennes, Pavloviennes, Poppériennes et Grégoriennes.",E,,
ps_fr_001161,Sonja l'enfant gémit en se débattant à la manière habituelle de Meredith.,"Sonja, qui était une vieille femme, semblait maussade mais maintenait son calme devant Meredith.",C,,
ps_fr_001183,"Dans certaines variantes une jeune fille transgresse spécifiquement les croyances religieuses en insistant pour aller dancer le vendredi saint, un jour férié religieux, et un jour révéré dans la maison catholique de chicano;",Une fille voulait danser le Vendredi Saint.,E,,
ps_fr_001253,"La philosophie du droit de la confédération a triomphé, à la fois sur le fond et dans la forme.",La philosophie juridique a été rejetée.,C,,
ps_fr_001255,"Ce n'était pas une position biculturelle ou binationale, mais plutôt une position entre les cultures, une position suspendue dans l'espace.",Il est de notoriété publique qu'il n'y avait qu'une culture.,C,,
ps_fr_001294,"Il a finalement ajouté un cloître, une galerie et une tour.",Il a ajouté trois choses.,E,,
ps_fr_001413,"La recherche naturaliste du bonheur, glorifiée dans la Déclaration, laisse place à la création par essence de la définition de la loi, la propriété.",La déclaration dit que vous devriez rechercher la richesse.,C,,
ps_fr_001456,"Par exemple, des mots tels que erale (que se passe-t-il, ou O.K.)",Erale peut signifier que tout va bien.,E,,
ps_fr_001475,"Admettez un système hamiltonien, par exemple avec un verre de spin, où un verre de spin est un matériau magnétique désordonné.",Un verre à centrifuger est un aimant très puissant.,N,,
ps_fr_001520,Je suis l'envoyé de Sa Majesté dans ces régions barbares et le proche parent de mon seigneur Sunderland.,Sa Majesté m'a envoyé ici il y a une semaine.,N,,
ps_fr_001552,C'est sûr que ce maudit jupon te rend lâche.,Le jupon est considéré comme maudit parce qu'ils racontent souvent des mensonges.,N,,
ps_fr_001618,"Vous m'avez accordé, m'a-t-on dit, la commission du roi à cet homme. Son ton même trahissait l'amertume de sa rancune.","Je suis sûr que vous n'avez pas accordé la commission du Roi à cet homme, dit-il joyeusement.",C,,
ps_fr_001693,"Je l'ai tué, c'est vrai.",Un homme a été tué.,E,,
ps_fr_001781,"S'il avait levé la voix au-dessus de son ton langoureux habituel, c'est qu'il était ému.",Il éleva tellement la voix qu'on pouvait l'entendre à des kilomètres.,N,,
ps_fr_001845,"ils devraient mieux connaître certains d'entre eux, car il y en a quand même quelques-uns qui étaient avec nous à la Barbade, et connaissent comme vous et moi le Colonel Bishop.",Nous connaissons aussi le Capitaine Blood.,N,,
ps_fr_001900,il les jeta sur moi encore et encore.,Il ne m'a jamais rien jeté.,C,,
ps_fr_002059,"Napoléon attaqua et détruisit le sanctuaire sacré de Catalogne, le monastère de Montserrat.",Napoléon a épargné le monastère de Montserrat car il respectait les sanctuaires.,C,,
ps_fr_002081,"À l'est de la porte est l'Olympieion, site du plus grand temple jamais construit sur le sol grec.",Il a fallut deux décennies et cinq mille hommes pour construire l'Olympiéion.,N,,
ps_fr_002112,"Si vous vous sentez à la hauteur, continuez le long du sentier des brumes, après Emerald Pool, Nevada Fall, et vous commencerez à semer la foule.",Nevada Falls est une grande randonnée avec quelques personnes.,N,,
ps_fr_002133,"Descendez à l'arrêt qui précède Batthyány tér pour admirer la façade colorée de l'église calviniste néo-gothique construite en 1896, qui figure sur tant de panoramas de la ville.",L'église calviniste néo-gothique de 1896 n'a pas de vues panoramiques.,C,,
ps_fr_002149,Même l'emplacement du bâtiment est une merveille technologique.,Le bâtiment est très ancien et de base.,C,,
ps_fr_002232,Les pêcheurs en eau douce doivent avoir un permis. Demander à l'office de tourisme le plus proche pour obtenir des informations sur la façon d'en obtenir un.,Vous devez avoir un permis pour attraper des poissons de plus de 6 pouces.,N,,
ps_fr_002274,Presque 100 000 personne par jour viennent ici pour s'émerveiller à l'architecture à coupé le souffle et explorer les dernières attractions de cette cité en constant changement.,La ville n'a pas une grande industrie touristique.,C,,
ps_fr_002306,"Un tunnel d'entrée avec une alcôve de cuisine d'un côté, et des alcôves de stockage de l'autre, mène à l'espace de vie principal.",La surface habitable traverse un tunnel.,E,,
ps_fr_002382,"C'était une arme redoutable, mais qui était si lourde qu'elle ne pouvait être transportée que de 5 km (3 miles) par jour",C'était très lourd,E,,
ps_fr_002415,"Comme il serpente le long des crêtes et des pics, le mur se conforme à une topographie difficile, ce qui laisse de nombreux touristes époustouflés.",Le mur est sur le sol plat.,C,,
ps_fr_002431,"Pour la première fois de son histoire, Dam Square était enclavé.",La Place du Dam n'a pas toujours été enclavée.,E,,
ps_fr_002469,Partez à la recherche  de rhums à la noix de coco ou autre fruits...  Il y en a de plein de sortes.,Il y a des rhums fabriqués à partir de n'importe quel fruit tropical.,N,,
ps_fr_002478,"On pense aujourd'hui que les grands terrains nus découverts depuis les années 60 étaient utilisés pour des jeux de balle, jeux qui avaient beaucoup d'importance même si ces cérémonies rituelles indiennes restent encore peu comprises.",Ils jouent au ballon dans la culture indienne.,E,,
ps_fr_002519,"Étant donné que le titre 7 exige que la validité des demandes de remboursement de frais de voyage soit établie avant la certification pour le paiement, nous croyons que l'énumération de toutes les dépenses individuellement sur le bon de voyage permet de satisfaire à cette exigence.",Le chapitre 7 porte sur les frais de voyage.,E,,
ps_fr_002664,"Enfin, si les données que vous avez évaluées ne sont pas suffisamment fiables, vous devez inclure cette constatation dans le rapport et recommander que l'entité auditée prenne des mesures correctives.",Des données non fiables ne devraient être rapportées qu'aux agents de l'ordre.,C,,
ps_fr_002669,Ces solutions devront aborder à la fois les types d'interventions qui conviennent le mieux à chaque service d'urgence et centre médical et les problèmes spécifiques du patient.,La thérapie de groupe et la thérapie individuelle sont deux types d'intervention communément assignés aux patients.,N,,
